2.499045410156250000e+03 -8.263311767578125000e+02 -2.895507812500000000e+00 -4.923706054687500000e+00
2.498773437500000000e+03 -8.267905273437500000e+02 -2.719726562500000000e+00 -4.593505859375000000e+00
2.498501220703125000e+03 -8.272465209960937500e+02 -2.722167968750000000e+00 -4.559936523437500000e+00
2.498251953125000000e+03 -8.276596679687500000e+02 -2.492675781250000000e+00 -4.131469726562500000e+00
2.498003417968750000e+03 -8.280703125000000000e+02 -2.485351562500000000e+00 -4.106445312500000000e+00
2.497763916015625000e+03 -8.284598388671875000e+02 -2.395019531250000000e+00 -3.895263671875000000e+00
2.497544921875000000e+03 -8.288185424804687500e+02 -2.189941406250000000e+00 -3.587036132812500000e+00
2.497331298828125000e+03 -8.291636352539062500e+02 -2.136230468750000000e+00 -3.450927734375000000e+00
2.497122802734375000e+03 -8.294976196289062500e+02 -2.084960937500000000e+00 -3.339843750000000000e+00
2.496914550781250000e+03 -8.298312988281250000e+02 -2.082519531250000000e+00 -3.336791992187500000e+00
2.496723388671875000e+03 -8.301257324218750000e+02 -1.911621093750000000e+00 -2.944335937500000000e+00
2.496547119140625000e+03 -8.303961791992187500e+02 -1.762695312500000000e+00 -2.704467773437500000e+00
2.496351318359375000e+03 -8.306900024414062500e+02 -1.958007812500000000e+00 -2.938232421875000000e+00
2.496173828125000000e+03 -8.309491577148437500e+02 -1.774902343750000000e+00 -2.591552734375000000e+00
2.496010498046875000e+03 -8.311922607421875000e+02 -1.633300781250000000e+00 -2.431030273437500000e+00
2.495840820312500000e+03 -8.314373168945312500e+02 -1.696777343750000000e+00 -2.450561523437500000e+00
2.495684814453125000e+03 -8.316552124023437500e+02 -1.560058593750000000e+00 -2.178955078125000000e+00
2.495538574218750000e+03 -8.318596801757812500e+02 -1.462402343750000000e+00 -2.044677734375000000e+00
2.495385742187500000e+03 -8.320737304687500000e+02 -1.528320312500000000e+00 -2.140502929687500000e+00
2.495248535156250000e+03 -8.322613525390625000e+02 -1.372070312500000000e+00 -1.876220703125000000e+00
2.495130859375000000e+03 -8.324210815429687500e+02 -1.176757812500000000e+00 -1.597290039062500000e+00
2.495041015625000000e+03 -8.325416870117187500e+02 -8.984375000000000000e-01 -1.206054687500000000e+00
2.494946777343750000e+03 -8.326692504882812500e+02 -9.423828125000000000e-01 -1.275634765625000000e+00
2.494868896484375000e+03 -8.327781982421875000e+02 -7.788085937500000000e-01 -1.089477539062500000e+00
2.494803222656250000e+03 -8.328613281250000000e+02 -6.567382812500000000e-01 -8.312988281250000000e-01
2.494756835937500000e+03 -8.329197998046875000e+02 -4.638671875000000000e-01 -5.847167968750000000e-01
2.494697753906250000e+03 -8.329865722656250000e+02 -5.908203125000000000e-01 -6.677246093750000000e-01
2.494660888671875000e+03 -8.330328979492187500e+02 -3.686523437500000000e-01 -4.632568359375000000e-01
2.494615478515625000e+03 -8.330889892578125000e+02 -4.541015625000000000e-01 -5.609130859375000000e-01
2.494583496093750000e+03 -8.331336669921875000e+02 -3.198242187500000000e-01 -4.467773437500000000e-01
2.494564941406250000e+03 -8.331550903320312500e+02 -1.855468750000000000e-01 -2.142333984375000000e-01
2.494550292968750000e+03 -8.331751098632812500e+02 -1.464843750000000000e-01 -2.001953125000000000e-01
2.494526611328125000e+03 -8.332024536132812500e+02 -2.368164062500000000e-01 -2.734375000000000000e-01
2.494513183593750000e+03 -8.332271728515625000e+02 -1.342773437500000000e-01 -2.471923828125000000e-01
2.494498779296875000e+03 -8.332384643554687500e+02 -1.440429687500000000e-01 -1.129150390625000000e-01
2.494487792968750000e+03 -8.332553710937500000e+02 -1.098632812500000000e-01 -1.690673828125000000e-01
2.494486572265625000e+03 -8.332589721679687500e+02 -1.220703125000000000e-02 -3.601074218750000000e-02
2.494479980468750000e+03 -8.332673950195312500e+02 -6.591796875000000000e-02 -8.422851562500000000e-02
2.494481933593750000e+03 -8.332696533203125000e+02 1.953125000000000000e-02 -2.258300781250000000e-02
2.494477050781250000e+03 -8.332770996093750000e+02 -4.882812500000000000e-02 -7.446289062500000000e-02
2.494471679687500000e+03 -8.332865600585937500e+02 -5.371093750000000000e-02 -9.460449218750000000e-02
2.494474853515625000e+03 -8.332839355468750000e+02 3.173828125000000000e-02 2.624511718750000000e-02
2.494470214843750000e+03 -8.332901000976562500e+02 -4.638671875000000000e-02 -6.164550781250000000e-02
2.494469970703125000e+03 -8.332862548828125000e+02 -2.441406250000000000e-03 3.845214843750000000e-02
2.494476318359375000e+03 -8.332843017578125000e+02 6.347656250000000000e-02 1.953125000000000000e-02
2.494473632812500000e+03 -8.332891235351562500e+02 -2.685546875000000000e-02 -4.821777343750000000e-02
2.494472656250000000e+03 -8.332924804687500000e+02 -9.765625000000000000e-03 -3.356933593750000000e-02
